,LTP,9M48,Y82418,GLASGOW CENTRAL,LONDON EUSTON,   ,5  ,   ,08:58:30,09:01:30,09:01:30,VT,05:50:00,11:34:00
TB,LTP,1U24,P66277,CREWE,LONDON EUSTON,,4  ,   ,,09:02:00,09:02:00,LM,09:02:00,11:50:00
TB,LTP,1K06,C60366,CREWE,DERBY,,3  ,   ,,09:07:00,09:07:00,EM,09:07:00,10:21:00
,LTP,1V37,P16527,MANCHESTER PICCADILLY,MILFORD HAVEN,   ,6  ,   ,09:06:30,09:08:30,09:08:30,AW,08:31:00,14:26:00
,LTP,9S44,Y82457,LONDON EUSTON,EDINBURGH,   ,11 ,   ,09:07:00,09:10:00,09:10:00,VT,06:43:00,12:22:00
,LTP,1H62,Y81687,LONDON EUSTON,MANCHESTER PICCADILLY,   ,5  ,   ,09:10:00,09:12:00,09:12:00,VT,07:35:00,09:45:00
TB,LTP,2V08,P18399,CREWE,SWANSEA,,7  ,   ,,09:14:00,09:14:00,AW,09:14:00,14:25:00
,LTP,****,P80068,WILLESDEN PRDC,WARRINGTON ROYAL MAIL(DBS),   ,DFL,   ,,09:15:00,09:15:00,ZZ,06:40:00,09:48:00
TB,LTP,2F31,Y52294,CREWE,LIVERPOOL LIME STREET,,1  ,   ,,09:16:00,09:16:00,NT,09:16:00,11:28:00
TF,LTP,1K33,P16489,CHESTER,CREWE,   ,10 ,,09:18:00,,09:18:00,AW,08:55:00,09:18:00
,LTP,1L69,P66157,LIVERPOOL LIME STREET,BIRMINGHAM NEW STREET,   ,5  ,   ,09:17:30,09:19:30,09:19:30,LM,08:34:00,10:18:00
,STP,0F22,N01031,CREWE C.S. (L&NWR SITE),WAVERTREE JN,   ,6  ,FL ,09:17:00,09:20:00,09:20:00,TP,09:12:00,10:03:00
TB,LTP,1D53,P16177,CREWE,CHESTER,,10 ,   ,,09:23:00,09:23:00,AW,09:23:00,09:46:00
,LTP,1A15,Y81248,LIVERPOOL LIME STREET,LONDON EUSTON,   ,5  ,   ,09:23:00,09:25:00,09:25:00,VT,08:47:00,11:02:00
,VAR,1W48,P16618,CARMARTHEN,MANCHESTER PICCADILLY,   ,6  ,   ,09:27:00,09:30:00,09:30:00,AW,04:59:00,10:08:00
,LTP,1A16,Y81251,MANCHESTER PICCADILLY,LONDON EUSTON,   ,1  ,FL ,09:28:30,09:30:30,09:30:30,VT,08:55:00,11:05:00
,LTP,1F35,P66022,BIRMINGHAM NEW STREET,LIVERPOOL LIME STREET,   ,11 ,   ,09:30:00,09:32:00,09:32:00,LM,08:36:00,10:11:00
TF,LTP,2U23,P68796,LONDON EUSTON,CREWE,   ,4  ,,09:34:00,,09:34:00,LM,06:24:00,09:34:00
TF,LTP,1K31,P16488,HOLYHEAD,CREWE,   ,10 ,,09:36:00,,09:36:00,AW,07:15:00,09:36:00
,LTP,1M07,Y81738,GLASGOW CENTRAL,LONDON EUSTON,   ,UFL,   ,,09:39:00,09:39:00,VT,06:30:00,11:11:00
TB,LTP,1D31,P16099,CREWE,CHESTER,,10 ,   ,,09:41:00,09:41:00,AW,09:41:00,10:00:00
TF,LTP,2A93,Y51030,LIVERPOOL LIME STREET,CREWE,   ,1  ,,09:42:00,,09:42:00,NT,07:28:00,09:42:00
,LTP,1F12,Y81553,LONDON EUSTON,LIVERPOOL LIME STREET,   ,DFL,   ,,09:44:00,09:44:00,VT,08:07:00,10:19:00
TB,LTP,2H44,Y52780,CREWE,MANCHESTER PICCADILLY,,1  ,   ,,09:48:00,09:48:00,NT,09:48:00,10:43:00
,LTP,1L70,P66159,LIVERPOOL LIME STREET,BIRMINGHAM NEW STREET,   ,5  ,   ,09:46:30,09:49:00,09:49:00,LM,09:04:00,10:48:00
,LTP,1D82,Y81520,LONDON EUSTON,HOLYHEAD,   ,11 ,   ,09:50:30,09:54:30,09:54:30,VT,08:10:00,11:55:00
,LTP,1A18,Y81257,CHESTER,LONDON EUSTON,   ,6  ,SL ,09:54:00,09:57:00,09:57:00,VT,09:35:00,11:37:00
TF,LTP,2K33,Y53170,MANCHESTER PICCADILLY,CREWE,   ,1  ,,09:57:00,,09:57:00,NT,09:01:00,09:57:00
,LTP,1F36,P66024,BIRMINGHAM NEW STREET,LIVERPOOL LIME STREET,   ,12 ,   ,09:55:00,09:58:00,09:58:00,LM,09:01:00,10:44:00
,LTP,1S45,Y81839,LONDON EUSTON,GLASGOW CENTRAL,   ,DFL,   ,,09:59:00,09:59:00,VT,08:30:00,12:59:00
TF,LTP,1K05,C60363,DERBY,CREWE,   ,3  ,,09:59:00,,09:59:00,EM,08:42:00,09:59:00
,LTP,9M50,Y82420,EDINBURGH,LONDON EUSTON,   ,5  ,   ,09:58:30,10:01:00,10:01:00,VT,06:52:00,12:33:00
TB,LTP,1U26,P66282,CREWE,LONDON EUSTON,,4  ,   ,,10:02:00,10:02:00,LM,10:02:00,12:50:00
TF,STP,5Z22,S00475,LIVERPOOL SOUTH PW HL,CREWE,   ,10 ,,10:02:00,,10:02:00,NT,09:26:00,10:02:00
,LTP,5D41,P93159,CREWE H.S.,CHESTER,   ,UDL,   ,09:59:00,10:03:00,10:03:00,LS,09:37:00,11:10:00
,LTP,5P45,P85040,CREWE H.S.,TELFORD CENTRAL,   ,12 ,   ,10:01:00,10:06:00,10:06:00,LS,09:30:00,12:21:00
TB,LTP,1K08,C60372,CREWE,DERBY,,3  ,   ,,10:07:00,10:07:00,EM,10:07:00,11:22:00
,LTP,1V38,P16529,MANCHESTER PICCADILLY,CARMARTHEN,   ,6  ,   ,10:05:30,10:08:30,10:08:30,AW,09:31:00,14:25:00
,LTP,9S47,Y82458,LONDON EUSTON,GLASGOW CENTRAL,   ,11 ,   ,10:08:00,10:10:00,10:10:00,VT,07:43:00,13:15:00
TF,STP,5Z25,S00481,ALLERTON DEPOT,CREWE,   ,UFL,,10:10:00,,10:10:00,NT,09:22:00,10:10:00
,LTP,1H63,Y81689,LONDON EUSTON,MANCHESTER PICCADILLY,   ,5  ,   ,10:11:00,10:13:00,10:13:00,VT,08:40:00,10:46:00
TB,STP,5Z23,S00477,CREWE,LIVERPOOL LIME STREET,,10 ,FL ,,10:13:00,10:13:00,NT,10:13:00,10:58:00
TB,LTP,2F35,Y52304,CREWE,LIVERPOOL LIME STREET,,1  ,   ,,10:16:00,10:16:00,NT,10:16:00,12:28:00
TF,LTP,1K07,P16446,CHESTER,CREWE,   ,10 ,,10:18:00,,10:18:00,AW,09:55:00,10:18:00
,LTP,1L71,P66161,LIVERPOOL LIME STREET,BIRMINGHAM NEW STREET,   ,6  ,SL ,10:16:30,10:19:00,10:19:00,LM,09:34:00,11:18:00
TB,STP,5Z26,S00483,CREWE,LIVERPOOL SOUTH PW HL,,UFL,FL ,,10:22:00,10:22:00,NT,10:22:00,10:54:00
,LTP,1A20,Y81262,LIVERPOOL LIME STREET,LONDON EUSTON,   ,5  ,   ,10:20:30,10:22:30,10:22:30,VT,09:47:00,11:59:00
TB,LTP,1D54,P16179,CREWE,CHESTER,,10 ,   ,,10:23:00,10:23:00,AW,10:23:00,10:46:00
TF,LTP,1U25,P66280,LONDON EUSTON,CREWE,   ,4  ,,10:24:00,,10:24:00,LM,07:46:00,10:24:00
,LTP,1A21,Y81264,MANCHESTER PICCADILLY,LONDON EUSTON,   ,1  ,FL ,10:27:00,10:29:30,10:29:30,VT,09:55:00,12:02:00
,LTP,1W10,P16591,CARMARTHEN,MANCHESTER PICCADILLY,   ,6  ,   ,10:28:00,10:30:00,10:30:00,AW,06:15:00,11:08:00
,LTP,1F37,P66027,BIRMINGHAM NEW STREET,LIVERPOOL LIME STREET,   ,11 ,   ,10:31:00,10:33:00,10:33:00,LM,09:36:00,11:10:00
,LTP,1P92,Y81786,LONDON EUSTON,BLACKPOOL NORTH,   ,DFL,   ,,10:36:00,10:36:00,VT,08:54:00,11:56:00
,LTP,****,P85002,CARLISLE,BLETCHLEY RELIEF 2,   ,6  ,SL ,10:34:30,10:36:30,10:36:30,ZZ,08:12:00,12:34:00
,LTP,1M08,Y81741,GLASGOW CENTRAL,LONDON EUSTON,   ,UFL,   ,,10:39:00,10:39:00,VT,07:37:00,12:10:00
TF,LTP,2A94,Y51036,LIVERPOOL LIME STREET,CREWE,   ,1  ,,10:42:00,,10:42:00,NT,08:28:00,10:42:00
,LTP,****,P86047,CARLISLE,MANCHESTER INT DPT (FL),   ,5  ,   ,10:33:00,10:43:30,10:43:30,ZZ,08:12:00,11:40:00
,LTP,1F13,Y81558,LONDON EUSTON,LIVERPOOL LIME STREET,   ,6  ,   ,10:41:00,10:43:30,10:43:30,VT,09:07:00,11:21:00
TB,LTP,2H45,Y52785,CREWE,MANCHESTER PICCADILLY,,1  ,   ,,10:48:00,10:48:00,NT,10:48:00,11:43:00
,LTP,1L72,P66163,LIVERPOOL LIME STREET,BIRMINGHAM NEW STREET,   ,5  ,   ,10:47:00,10:49:00,10:49:00,LM,10:04:00,11:48:00
,LTP,1D83,Y81521,LONDON EUSTON,HOLYHEAD,   ,11 ,   ,10:47:30,10:50:30,10:50:30,VT,09:10:00,12:50:00
,LTP,5D99,Y82017,BARTON UNDER NEEDWOOD RSMD,CHESTER,   ,12 ,   ,10:52:00,10:55:00,10:55:00,VT,09:30:00,11:20:00
,LTP,1A23,Y81271,HOLYHEAD,LONDON EUSTON,   ,6  ,SL ,10:54:00,10:57:00,10:57:00,VT,08:55:00,12:37:00
,LTP,1F38,P66029,BIRMINGHAM NEW STREET,LIVERPOOL LIME STREET,   ,11 ,   ,10:55:30,10:57:30,10:57:30,LM,10:01:00,11:42:00
TF,LTP,2K34,Y53174,MANCHESTER PICCADILLY,CREWE,   ,1  ,,10:58:00,,10:58:00,NT,10:01:00,10:58:00
,LTP,1S48,Y81841,LONDON EUSTON,GLASGOW CENTRAL,   ,DFL,   ,,10:59:00,10:59:00,VT,09:30:00,13:59:00
TF,LTP,1K07,C60369,DERBY,CREWE,   ,3  ,,11:00:00,,11:00:00,EM,09:42:00,11:00:00
TB,LTP,1U28,P66288,CREWE,LONDON EUSTON,,4  ,   ,,11:02:00,11:02:00,LM,11:02:00,13:50:00
,LTP,9M51,Y82422,GLASGOW CENTRAL,LONDON EUSTON,   ,5  ,   ,10:59:30,11:02:30,11:02:30,VT,08:00:00,13:33:00
TB,LTP,1K10,C60376,CREWE,DERBY,,3  ,   ,,11:07:00,11:07:00,EM,11:07:00,12:21:00
,STP,0Z41,R03012,GARSTON CAR TERMINAL GBRF,CREWE T.M.D. (E),   ,12 ,   ,11:04:00,11:08:00,11:08:00,ZZ,10:00:00,11:15:00
,LTP,1V39,P16531,MANCHESTER PICCADILLY,MILFORD HAVEN,   ,6  ,   ,11:05:30,11:08:30,11:08:30,AW,10:31:00,16:25:00
TF,STP,0K23,N01035,WAVERTREE JN,CREWE,   ,10 ,,11:08:30,,11:08:30,TP,10:21:00,11:08:30
,LTP,9S54,Y82460,LONDON EUSTON,EDINBURGH,   ,11 ,   ,11:07:00,11:10:00,11:10:00,VT,08:43:00,14:16:00
TF,VAR,2M06,P17816,LLANELLI,CREWE,   ,7  ,,11:10:00,,11:10:00,AW,06:25:00,11:10:00
,LTP,1H64,Y81692,LONDON EUSTON,MANCHESTER PICCADILLY,   ,5  ,   ,11:10:00,11:12:00,11:12:00,VT,09:40:00,11:46:00
TB,STP,0F24,N01032,CREWE,WAVERTREE JN,,10 ,FL ,,11:13:00,11:13:00,TP,11:13:00,12:00:00
TB,LTP,2F39,Y52316,CREWE,LIVERPOOL LIME STREET,,1  ,   ,,11:17:00,11:17:00,NT,11:17:00,13:28:00
TF,LTP,1K08,P16449,CHESTER,CREWE,   ,10 ,,11:18:00,,11:18:00,AW,10:55:00,11:18:00
,LTP,1L73,P66166,LIVERPOOL LIME STREET,BIRMINGHAM NEW STREET,   ,6  ,SL ,11:16:00,11:19:00,11:19:00,LM,10:34:00,12:18:00
,VAR,****,H34977,SOUTHAMPTON EASTERN DOCKS,HALEWOOD (JAGUAR CARS),   ,DFL,   ,,11:20:00,11:20:00,ZZ,05:43:00,12:37:00
TB,LTP,2J54,P17697,CREWE,SHREWSBURY,,7  ,   ,,11:20:00,11:20:00,AW,11:20:00,12:11:00
,LTP,1A25,Y81275,LIVERPOOL LIME STREET,LONDON EUSTON,   ,5  ,   ,11:20:30,11:22:30,11:22:30,VT,10:47:00,12:59:00
TB,LTP,1D55,P16182,CREWE,CHESTER,,10 ,   ,,11:23:00,11:23:00,AW,11:23:00,11:46:00
TF,LTP,1U27,P66286,LONDON EUSTON,CREWE,   ,4  ,,11:24:00,,11:24:00,LM,08:46:00,11:24:00
,LTP,****,P85004,BLETCHLEY RELIEF 1,MANCHESTER INT DPT (FL),   ,11 ,   ,11:25:00,11:27:00,11:27:00,ZZ,09:31:00,13:14:00
,LTP,1A26,Y81277,MANCHESTER PICCADILLY,LONDON EUSTON,   ,1  ,FL ,11:27:00,11:29:30,11:29:30,VT,10:55:00,13:02:00
,LTP,1W52,P16622,MILFORD HAVEN,MANCHESTER PICCADILLY,   ,6  ,   ,11:28:00,11:30:00,11:30:00,AW,05:55:00,12:08:00
,LTP,****,P80259,CREWE T.M.D. (E),WILLESDEN PRDC,   ,12 ,SL ,11:29:00,11:33:00,11:33:00,ZZ,11:20:00,14:28:00
,LTP,****,P85031,BLETCHLEY RELIEF 1,MANCHESTER INT DPT (FL),   ,5  ,   ,11:25:00,11:33:00,11:33:00,ZZ,09:31:00,12:51:00
,LTP,1F39,P66032,BIRMINGHAM NEW STREET,LIVERPOOL LIME STREET,   ,11 ,   ,11:31:00,11:33:00,11:33:00,LM,10:36:00,12:10:00
,LTP,****,P80073,WARRINGTON ROYAL MAIL(DBS),WILLESDEN PRDC,   ,UFL,SL ,,11:34:00,11:34:00,ZZ,11:08:00,14:28:00
,LTP,1M09,Y81743,GLASGOW CENTRAL,LONDON EUSTON,   ,UFL,   ,,11:37:30,11:37:30,VT,08:40:00,13:10:00
TF,LTP,2A95,Y51041,LIVERPOOL LIME STREET,CREWE,   ,1  ,,11:43:00,,11:43:00,NT,09:28:00,11:43:00
,LTP,1F14,Y81560,LONDON EUSTON,LIVERPOOL LIME STREET,   ,6  ,   ,11:41:00,11:43:30,11:43:30,VT,10:07:00,12:19:00
TB,LTP,2H46,Y52792,CREWE,MANCHESTER PICCADILLY,,1  ,   ,,11:48:00,11:48:00,NT,11:48:00,12:43:00
,LTP,1L74,P66168,LIVERPOOL LIME STREET,BIRMINGHAM NEW STREET,   ,5  ,   ,11:46:30,11:49:00,11:49:00,LM,11:04:00,12:48:00
,LTP,5K42,P93160,CHESTER,CREWE,   ,12 ,   ,11:43:00,11:49:00,11:49:00,LS,11:15:00,12:23:00
,LTP,1D84,Y81524,LONDON EUSTON,CHESTER,   ,11 ,   ,11:47:30,11:50:30,11:50:30,VT,10:10:00,12:11:00
TF,STP,5Z27,S00488,LIVERPOOL SOUTH PW HL,CREWE,   ,10 ,,11:51:00,,11:51:00,NT,11:20:00,11:51:00
,LTP,1A28,Y81284,CHESTER,LONDON EUSTON,   ,6  ,SL ,11:54:00,11:57:00,11:57:00,VT,11:35:00,13:37:00
,LTP,1F40,P66034,BIRMINGHAM NEW STREET,LIVERPOOL LIME STREET,   ,11 ,   ,11:54:30,11:58:00,11:58:00,LM,11:01:00,12:44:00
TF,LTP,2K35,Y53179,MANCHESTER PICCADILLY,CREWE,   ,1  ,,11:58:00,,11:58:00,NT,11:01:00,11:58:00
TF,LTP,1K99,C60422,DERBY,CREWE,   ,3  ,,11:59:00,,11:59:00,EM,10:42:00,11:59:00
,LTP,1S52,Y81844,LONDON EUSTON,GLASGOW CENTRAL,   ,DFL,   ,,11:59:30,11:59:30,VT,10:30:00,14:59:00
,LTP,9M52,Y82424,EDINBURGH,LONDON EUSTON,   ,5  ,   ,11:59:00,12:02:00,12:02:00,VT,08:52:00,14:33:00
TB,LTP,1U30,P66294,CREWE,LONDON EUSTON,,4  ,   ,,12:02:00,12:02:00,LM,12:02:00,14:50:00
TB,LTP,1K12,C60382,CREWE,DERBY,,3  ,   ,,12:07:00,12:07:00,EM,12:07:00,13:26:00
,LTP,1V40,P16533,MANCHESTER PICCADILLY,CARMARTHEN,   ,6  ,   ,12:05:30,12:08:30,12:08:30,AW,11:31:00,16:26:00
,LTP,9S55,Y82463,LONDON EUSTON,GLASGOW CENTRAL,   ,11 ,   ,12:07:00,12:10:00,12:10:00,VT,09:43:00,15:15:00
,LTP,1A91,Y81416,BLACKPOOL NORTH,LONDON EUSTON,   ,UFL,   ,,12:12:00,12:12:00,VT,10:53:00,13:53:00
,LTP,1H65,Y81694,LONDON EUSTON,MANCHESTER PICCADILLY,   ,5  ,   ,12:10:30,12:12:30,12:12:30,VT,10:40:00,12:46:00
TB,STP,5Z28,S00486,CREWE,ALLERTON DEPOT,,10 ,SL ,,12:14:00,12:14:00,NT,12:14:00,13:34:00
,LTP,1P93,Y81789,LONDON EUSTON,BLACKPOOL NORTH,   ,DFL,   ,,12:14:30,12:14:30,VT,10:36:00,13:20:00
,STP,****,K97150,CARLISLE,BLETCHLEY RELIEF 1,   ,12 ,FL ,12:03:00,12:16:00,12:16:00,ZZ,08:12:00,14:21:00
,VAR,****,P86060,CARLISLE,RUGBY,   ,UDL,FL ,12:03:00,12:16:00,12:16:00,ZZ,08:12:00,13:39:00
TB,LTP,2F13,Y52229,CREWE,LIVERPOOL LIME STREET,,1  ,   ,,12:17:00,12:17:00,NT,12:17:00,14:28:00
TF,LTP,1K09,P16452,CHESTER,CREWE,   ,10 ,,12:18:00,,12:18:00,AW,11:55:00,12:18:00
,LTP,1L75,P66171,LIVERPOOL LIME STREET,BIRMINGHAM NEW STREET,   ,6  ,SL ,12:17:00,12:19:00,12:19:00,LM,11:34:00,13:18:00
,LTP,1A30,Y81287,LIVERPOOL LIME STREET,LONDON EUSTON,   ,5  ,   ,12:20:30,12:22:30,12:22:30,VT,11:47:00,14:02:00
TB,LTP,1D56,P16184,CREWE,CHESTER,,10 ,   ,,12:23:00,12:23:00,AW,12:23:00,12:46:00
TF,LTP,5K42,P93160,CHESTER,CREWE,   ,UDL,,12:23:00,,12:23:00,LS,11:15:00,12:23:00
TF,LTP,1U29,P66292,LONDON EUSTON,CREWE,   ,4  ,,12:24:00,,12:24:00,LM,09:46:00,12:24:00
,LTP,1A31,Y81290,MANCHESTER PICCADILLY,LONDON EUSTON,   ,1  ,FL ,12:27:00,12:29:30,12:29:30,VT,11:55:00,14:05:00
,VAR,1W12,P16593,CARDIFF CENTRAL,MANCHESTER PICCADILLY,   ,6  ,   ,12:28:00,12:30:00,12:30:00,AW,10:05:00,13:08:00
,LTP,1F41,P66037,BIRMINGHAM NEW STREET,LIVERPOOL LIME STREET,   ,11 ,   ,12:31:00,12:33:00,12:33:00,LM,11:36:00,13:10:00
,LTP,****,P86021,CREWE DOWN REFUGE SIDING,MANCHESTER INT DPT (FL),   ,DFL,   ,12:23:00,12:35:00,12:35:00,ZZ,12:19:00,13:42:00
,LTP,1M10,Y81745,GLASGOW CENTRAL,LONDON EUSTON,   ,UFL,   ,,12:39:00,12:39:00,VT,09:40:00,14:10:00
TF,LTP,2A96,Y51046,LIVERPOOL LIME STREET,CREWE,   ,1  ,,12:42:00,,12:42:00,NT,10:28:00,12:42:00
,LTP,1F15,Y81563,LONDON EUSTON,LIVERPOOL LIME STREET,   ,6  ,   ,12:41:00,12:43:30,12:43:30,VT,11:07:00,13:19:00
TB,LTP,2H47,Y52796,CREWE,MANCHESTER PICCADILLY,,1  ,   ,,12:48:00,12:48:00,NT,12:48:00,13:43:00
,LTP,1L76,P66173,LIVERPOOL LIME STREET,BIRMINGHAM NEW STREET,   ,5  ,   ,12:47:00,12:49:00,12:49:00,LM,12:04:00,13:48:00
,LTP,1D85,Y81525,LONDON EUSTON,CHESTER,   ,11 ,   ,12:47:30,12:50:30,12:50:30,VT,11:10:00,13:11:00
TB,LTP,5D43,P93161,CREWE,CHESTER,,UDL,   ,,12:54:00,12:54:00,LS,12:54:00,14:05:00
,LTP,1A33,Y81297,CHESTER,LONDON EUSTON,   ,6  ,SL ,12:54:00,12:57:00,12:57:00,VT,12:35:00,14:38:00
,LTP,1F42,P66039,BIRMINGHAM NEW STREET,LIVERPOOL LIME STREET,   ,11 ,   ,12:54:30,12:57:30,12:57:30,LM,12:01:00,13:42:00
TF,LTP,2K36,Y53182,MANCHESTER PICCADILLY,CREWE,   ,1  ,,12:58:00,,12:58:00,NT,12:01:00,12:58:00
,LTP,1S58,Y81848,LONDON EUSTON,GLASGOW CENTRAL,   ,DFL,   ,,12:59:00,12:59:00,VT,11:30:00,15:59:00
TF,LTP,1K11,C60379,DERBY,CREWE,   ,3  ,,13:00:00,,13:00:00,EM,11:43:00,13:00:00
,LTP,9M53,Y82426,GLASGOW CENTRAL,LONDON EUSTON,   ,5  ,   ,12:59:30,13:01:30,13:01:30,VT,10:00:00,15:33:00
TB,LTP,1U32,P66300,CREWE,LONDON EUSTON,,4  ,   ,,13:02:00,13:02:00,LM,13:02:00,15:50:00
,LTP,****,P80089,WILLESDEN PRDC,SHIELDMUIR MAIL TERMINAL,   ,UDL,   ,,13:03:00,13:03:00,ZZ,10:10:00,17:06:00
,VAR,****,P85034,STAFFORD,CREWE T.M.D. (E),   ,12 ,   ,13:04:30,13:06:30,13:06:30,ZZ,12:46:00,13:13:00
TB,LTP,1K14,C60388,CREWE,DERBY,,3  ,   ,,13:07:00,13:07:00,EM,13:07:00,14:21:00
,LTP,****,P86019,CARLISLE,MANCHESTER INT DPT (FL),   ,UFL,   ,13:02:30,13:07:30,13:07:30,ZZ,09:38:00,14:40:00
,LTP,1V42,P16535,MANCHESTER PICCADILLY,MILFORD HAVEN,   ,6  ,   ,13:06:00,13:09:00,13:09:00,AW,12:31:00,18:26:00
TF,STP,0K25,N01036,WAVERTREE JN,CREWE,   ,UDL,,13:09:00,,13:09:00,TP,12:33:00,13:09:00
,LTP,9S60,Y82464,LONDON EUSTON,EDINBURGH,   ,11 ,   ,13:07:30,13:10:00,13:10:00,VT,10:43:00,16:20:00
,LTP,1H66,Y81696,LONDON EUSTON,MANCHESTER PICCADILLY,   ,5  ,   ,13:10:30,13:12:30,13:12:30,VT,11:40:00,13:46:00
TF,LTP,2K54,P17760,SHREWSBURY,CREWE,   ,7  ,,13:15:00,,13:15:00,AW,12:24:00,13:15:00
TB,LTP,2F17,Y52250,CREWE,LIVERPOOL LIME STREET,,1  ,   ,,13:18:00,13:18:00,NT,13:18:00,15:27:00
TF,LTP,1K10,P16455,CHESTER,CREWE,   ,10 ,,13:18:00,,13:18:00,AW,12:55:00,13:18:00
,LTP,1L77,P66176,LIVERPOOL LIME STREET,BIRMINGHAM NEW STREET,   ,5  ,   ,13:17:30,13:19:30,13:19:30,LM,12:34:00,14:18:00
TB,LTP,2J56,P17700,CREWE,SHREWSBURY,,7  ,   ,,13:20:00,13:20:00,AW,13:20:00,14:11:00
TB,LTP,1D57,P16186,CREWE,CHESTER,,10 ,   ,,13:23:00,13:23:00,AW,13:23:00,13:46:00
TF,LTP,1U31,P66298,LONDON EUSTON,CREWE,   ,4  ,,13:24:00,,13:24:00,LM,10:46:00,13:24:00
,LTP,1A35,Y81300,LIVERPOOL LIME STREET,LONDON EUSTON,   ,5  ,   ,13:23:00,13:25:00,13:25:00,VT,12:47:00,15:04:00
TB,STP,0F26,N01033,CREWE,WAVERTREE JN,,UDL,SL ,,13:26:00,13:26:00,TP,13:26:00,14:02:00
,LTP,1W56,P16625,FISHGUARD HARBOUR,MANCHESTER PICCADILLY,   ,6  ,   ,13:28:00,13:30:00,13:30:00,AW,07:50:00,14:08:00
,LTP,1A36,Y81303,MANCHESTER PICCADILLY,LONDON EUSTON,   ,1  ,FL ,13:28:30,13:30:30,13:30:30,VT,12:55:00,15:09:00
,LTP,1F43,P66042,BIRMINGHAM NEW STREET,LIVERPOOL LIME STREET,   ,11 ,   ,13:31:00,13:33:00,13:33:00,LM,12:36:00,14:10:00
,LTP,****,P86019,CARLISLE,MANCHESTER INT DPT (FL),   ,UFL,   ,13:27:30,13:34:30,13:34:30,ZZ,09:38:00,14:40:00
,LTP,1M11,Y81747,GLASGOW CENTRAL,LONDON EUSTON,   ,UFL,   ,,13:38:00,13:38:00,VT,10:40:00,15:13:00
,LTP,****,H32817,CREWE T.M.D. (E),WEMBLEY EUR FRT OPS CNTRE,   ,UDL,SL ,,13:40:00,13:40:00,ZZ,13:35:00,16:54:00
,LTP,****,H32984,CREWE T.M.D. (E),BESCOT HOLDING SIDINGS,   ,UDL,SL ,,13:40:00,13:40:00,ZZ,13:35:00,14:57:00
TF,LTP,2A97,Y51050,LIVERPOOL LIME STREET,CREWE,   ,1  ,,13:43:00,,13:43:00,NT,11:28:00,13:43:00
,LTP,1F16,Y81566,LONDON EUSTON,LIVERPOOL LIME STREET,   ,6  ,   ,13:41:00,13:44:00,13:44:00,VT,12:07:00,14:19:00
,STP,0Z42,R03013,CREWE H.S.,GARSTON CAR TERMINAL GBRF,   ,12 ,SL ,,13:45:00,13:45:00,ZZ,13:43:00,14:31:00
TB,LTP,2H48,Y52800,CREWE,MANCHESTER PICCADILLY,,1  ,   ,,13:48:00,13:48:00,NT,13:48:00,14:43:00
,LTP,1L78,P66178,LIVERPOOL LIME STREET,BIRMINGHAM NEW STREET,   ,5  ,   ,13:46:30,13:49:00,13:49:00,LM,13:04:00,14:48:00
,LTP,1D86,Y81527,LONDON EUSTON,CHESTER,   ,11 ,   ,13:50:30,13:53:30,13:53:30,VT,12:10:00,14:13:00
,LTP,5P55,P85041,TELFORD CENTRAL,CREWE H.S.,   ,UDL,   ,13:51:30,13:56:30,13:56:30,LS,12:42:00,14:38:00
,LTP,1A38,Y81310,CHESTER,LONDON EUSTON,   ,6  ,SL ,13:54:00,13:57:00,13:57:00,VT,13:35:00,15:36:00
,LTP,1F44,P66044,BIRMINGHAM NEW STREET,LIVERPOOL LIME STREET,   ,11 ,SL ,13:55:30,13:57:30,13:57:30,LM,13:01:00,14:42:00
TF,LTP,2K37,Y53188,MANCHESTER PICCADILLY,CREWE,   ,1  ,,13:58:00,,13:58:00,NT,13:01:00,13:58:00
TF,LTP,1K13,C60385,DERBY,CREWE,   ,3  ,,13:59:00,,13:59:00,EM,12:42:00,13:59:00
,LTP,1S63,Y81853,LONDON EUSTON,GLASGOW CENTRAL,   ,DFL,   ,,13:59:30,13:59:30,VT,12:30:00,16:59:00
,LTP,9M54,Y82428,EDINBURGH,LONDON EUSTON,   ,5  ,   ,13:58:00,14:01:00,14:01:00,VT,10:52:00,16:32:00
TB,LTP,1U34,P66306,CREWE,LONDON EUSTON,,4  ,   ,,14:02:00,14:02:00,LM,14:02:00,16:50:00
,LTP,****,H30501,DAVENTRY INT RFT RECEP FL,COATBRIDGE F.L.T.,   ,12 ,   ,14:01:00,14:03:00,14:03:00,ZZ,12:13:00,20:31:00
,STP,****,K01744,MANCHESTER INT DPT (FL),CREWE C.S. (L&NWR SITE),   ,UFL,   ,13:59:30,14:03:30,14:03:30,ZZ,11:45:00,14:07:00
TB,LTP,1K16,C60393,CREWE,DERBY,,3  ,   ,,14:07:00,14:07:00,EM,14:07:00,15:26:00
,LTP,1V44,P16537,MANCHESTER PICCADILLY,TENBY,   ,6  ,   ,14:05:30,14:09:00,14:09:00,AW,13:31:00,19:50:00
TF,STP,5Z21,S00474,ALLERTON DEPOT,CREWE,   ,DFL,,14:09:00,,14:09:00,NT,13:19:00,14:09:00
,LTP,9S65,Y82466,LONDON EUSTON,GLASGOW CENTRAL,   ,11 ,   ,14:07:30,14:10:30,14:10:30,VT,11:43:00,17:15:00
